UBA.Genome.ID	Experiment.Title	Study.Title
UBA6724	The metabolisms of whole symbiotic community in the deep-sea sponge Lamellomorpha sp. suggested by metagenomics analysis	The metabolisms of whole symbiotic community in the deep-sea sponge Neamphius huxleyi suggested by metagenomics analysis
UBA6725	The metabolisms of whole symbiotic community in the deep-sea sponge Lamellomorpha sp. suggested by metagenomics analysis	The metabolisms of whole symbiotic community in the deep-sea sponge Neamphius huxleyi suggested by metagenomics analysis
UBA6726	The metabolisms of whole symbiotic community in the deep-sea sponge Lamellomorpha sp. suggested by metagenomics analysis	The metabolisms of whole symbiotic community in the deep-sea sponge Neamphius huxleyi suggested by metagenomics analysis
UBA6727	The metabolisms of whole symbiotic community in the deep-sea sponge Lamellomorpha sp. suggested by metagenomics analysis	The metabolisms of whole symbiotic community in the deep-sea sponge Neamphius huxleyi suggested by metagenomics analysis
UBA6728	The metabolisms of whole symbiotic community in the deep-sea sponge Lamellomorpha sp. suggested by metagenomics analysis	The metabolisms of whole symbiotic community in the deep-sea sponge Neamphius huxleyi suggested by metagenomics analysis
UBA6729	The metabolisms of whole symbiotic community in the deep-sea sponge Lamellomorpha sp. suggested by metagenomics analysis	The metabolisms of whole symbiotic community in the deep-sea sponge Neamphius huxleyi suggested by metagenomics analysis
UBA6730	The metabolisms of whole symbiotic community in the deep-sea sponge Lamellomorpha sp. suggested by metagenomics analysis	The metabolisms of whole symbiotic community in the deep-sea sponge Neamphius huxleyi suggested by metagenomics analysis
UBA6731	The metabolisms of whole symbiotic community in the deep-sea sponge Lamellomorpha sp. suggested by metagenomics analysis	The metabolisms of whole symbiotic community in the deep-sea sponge Neamphius huxleyi suggested by metagenomics analysis
UBA6732	The metabolisms of whole symbiotic community in the deep-sea sponge Lamellomorpha sp. suggested by metagenomics analysis	The metabolisms of whole symbiotic community in the deep-sea sponge Neamphius huxleyi suggested by metagenomics analysis
UBA6733	The metabolisms of whole symbiotic community in the deep-sea sponge Lamellomorpha sp. suggested by metagenomics analysis	The metabolisms of whole symbiotic community in the deep-sea sponge Neamphius huxleyi suggested by metagenomics analysis
UBA6734	The metabolisms of whole symbiotic community in the deep-sea sponge Lamellomorpha sp. suggested by metagenomics analysis	The metabolisms of whole symbiotic community in the deep-sea sponge Neamphius huxleyi suggested by metagenomics analysis
UBA6735	The metabolisms of whole symbiotic community in the deep-sea sponge Lamellomorpha sp. suggested by metagenomics analysis	The metabolisms of whole symbiotic community in the deep-sea sponge Neamphius huxleyi suggested by metagenomics analysis
UBA6736	The metabolisms of whole symbiotic community in the deep-sea sponge Lamellomorpha sp. suggested by metagenomics analysis	The metabolisms of whole symbiotic community in the deep-sea sponge Neamphius huxleyi suggested by metagenomics analysis
UBA6737	The metabolisms of whole symbiotic community in the deep-sea sponge Lamellomorpha sp. suggested by metagenomics analysis	The metabolisms of whole symbiotic community in the deep-sea sponge Neamphius huxleyi suggested by metagenomics analysis
UBA6738	The metabolisms of whole symbiotic community in the deep-sea sponge Lamellomorpha sp. suggested by metagenomics analysis	The metabolisms of whole symbiotic community in the deep-sea sponge Neamphius huxleyi suggested by metagenomics analysis
UBA6739	The metabolisms of whole symbiotic community in the deep-sea sponge Lamellomorpha sp. suggested by metagenomics analysis	The metabolisms of whole symbiotic community in the deep-sea sponge Neamphius huxleyi suggested by metagenomics analysis
UBA6740	The metabolisms of whole symbiotic community in the deep-sea sponge Lamellomorpha sp. suggested by metagenomics analysis	The metabolisms of whole symbiotic community in the deep-sea sponge Neamphius huxleyi suggested by metagenomics analysis
UBA6741	The metabolisms of whole symbiotic community in the deep-sea sponge Lamellomorpha sp. suggested by metagenomics analysis	The metabolisms of whole symbiotic community in the deep-sea sponge Neamphius huxleyi suggested by metagenomics analysis
UBA6742	The metabolisms of whole symbiotic community in the deep-sea sponge Lamellomorpha sp. suggested by metagenomics analysis	The metabolisms of whole symbiotic community in the deep-sea sponge Neamphius huxleyi suggested by metagenomics analysis
UBA6743	Shotgun sequencing of environmental sample: Sample P01229	New York City MTA subway samples Metagenome
UBA6744	Shotgun sequencing of environmental sample: Sample P01229	New York City MTA subway samples Metagenome
UBA6745	Shotgun sequencing of environmental sample: Sample P01229	New York City MTA subway samples Metagenome
UBA6746	Shotgun sequencing of environmental sample: Sample P01229	New York City MTA subway samples Metagenome
UBA6747	Shotgun sequencing of environmental sample: Sample P01225	New York City MTA subway samples Metagenome
UBA6748	Shotgun sequencing of environmental sample: Sample P01225	New York City MTA subway samples Metagenome
UBA6749	Shotgun sequencing of environmental sample: Sample P01225	New York City MTA subway samples Metagenome
UBA6750	Shotgun sequencing of environmental sample: Sample P01226	New York City MTA subway samples Metagenome
UBA6751	Shotgun sequencing of environmental sample: Sample P01226	New York City MTA subway samples Metagenome
UBA6752	Shotgun sequencing of environmental sample: Sample P01270	New York City MTA subway samples Metagenome
UBA6753	Shotgun sequencing of environmental sample: Sample P01270	New York City MTA subway samples Metagenome
UBA6754	Shotgun sequencing of environmental sample: Sample P01270	New York City MTA subway samples Metagenome
UBA6755	Shotgun sequencing of environmental sample: Sample P01270	New York City MTA subway samples Metagenome
UBA6756	Shotgun sequencing of environmental sample: Sample P01270	New York City MTA subway samples Metagenome
UBA6757	Shotgun sequencing of environmental sample: Sample P01270	New York City MTA subway samples Metagenome
UBA6758	Shotgun sequencing of environmental sample: Sample P01270	New York City MTA subway samples Metagenome
UBA6759	Shotgun sequencing of environmental sample: Sample P01280	New York City MTA subway samples Metagenome
UBA6760	Shotgun sequencing of environmental sample: Sample P01280	New York City MTA subway samples Metagenome
UBA6761	Shotgun sequencing of environmental sample: Sample P01280	New York City MTA subway samples Metagenome
UBA6762	Shotgun sequencing of environmental sample: Sample P01280	New York City MTA subway samples Metagenome
UBA6763	Shotgun sequencing of environmental sample: Sample P01280	New York City MTA subway samples Metagenome
UBA6764	Shotgun sequencing of environmental sample: Sample P01262	New York City MTA subway samples Metagenome
UBA6765	Shotgun sequencing of environmental sample: Sample P01262	New York City MTA subway samples Metagenome
UBA6766	Shotgun sequencing of environmental sample: Sample P01262	New York City MTA subway samples Metagenome
UBA6767	Shotgun sequencing of environmental sample: Sample P01262	New York City MTA subway samples Metagenome
UBA6768	Shotgun sequencing of environmental sample: Sample P01262	New York City MTA subway samples Metagenome
UBA6769	Shotgun sequencing of environmental sample: Sample P01262	New York City MTA subway samples Metagenome
UBA6770	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6771	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6772	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6773	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6774	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6775	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6776	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6777	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6778	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6779	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6780	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6781	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6782	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6783	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6784	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6785	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6786	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6787	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6788	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6789	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6790	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6791	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6792	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6793	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6794	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6795	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6796	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6797	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6798	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6799	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6800	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6801	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6802	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6803	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6804	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6805	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6806	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6807	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6808	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6809	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6810	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6811	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6812	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6813	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6814	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6815	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6816	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6817	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6818	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6819	MHGC10PW illumina	Hydrocarbon Metagenome
UBA6820	bog2	SPRUCE microbial community Metagenome
UBA6821	bog2	SPRUCE microbial community Metagenome
UBA6822	Shotgun sequencing of environmental sample: Sample P00963	New York City MTA subway samples Metagenome
UBA6823	Shotgun sequencing of environmental sample: Sample P00963	New York City MTA subway samples Metagenome
UBA6824	metagenome: Sample A15_65cm_0.25M	Canadian High Artic Metagenomes
UBA6825	Shotgun sequencing of environmental sample: Sample P00958	New York City MTA subway samples Metagenome
UBA6826	Shotgun sequencing of environmental sample: Sample P00961	New York City MTA subway samples Metagenome
UBA6827	Shotgun sequencing of environmental sample: Sample P00961	New York City MTA subway samples Metagenome
UBA6828	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F11	Baboon feces Metagenome
UBA6829	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F11	Baboon feces Metagenome
UBA6830	shotgun metagenomic sequencing of fecal sample from an adult baboon: Sample F11	Baboon feces Metagenome
